n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,category
0.13518843054771423,0.27752700448036194,0.40063294768333435,0.17026783525943756,0.4040784239768982,0.5801653265953064,0.11145385354757309,0.0044949292205274105,0.21051138639450073,0.4793841540813446,0.3213023841381073,0.3382991552352905,0.07366958260536194,0
0.09380773454904556,0.09950809925794601,0.15647369623184204,0.01548674888908863,0.3977769613265991,0.223533496260643,0.38290935754776,0.008928081020712852,0.1631418764591217,0.14290347695350647,0.4852107763290405,0.4573836028575897,0.02447793260216713,0
0.04120423272252083,0.17868493497371674,0.19372443854808807,0.0009886780753731728,1.0975662469863892,0.20333331823349,0.42378702759742737,0.10820045322179794,0.05243714526295662,0.12260276824235916,0.9657090902328491,0.575554370880127,0.13310936093330383,0
0.07697821408510208,0.4577260911464691,0.22125175595283508,0.09077069908380508,0.38246479630470276,0.2334255576133728,0.19695639610290527,0.008651740849018097,0.11757884919643402,0.3556458055973053,1.5131336450576782,0.25624579191207886,0.10150215029716492,1
0.19042719900608063,0.1411232054233551,0.2923189401626587,0.09212322533130646,0.47611263394355774,0.13920390605926514,0.6820560693740845,0.08868099749088287,0.07243631780147552,0.3335171043872833,1.3373489379882812,0.5080987215042114,0.20783014595508575,1
0.07889951765537262,0.10028861463069916,0.18703576922416687,0.03883503004908562,0.4302246868610382,0.2122119963169098,0.10333430022001266,0.0027212039567530155,0.1061975434422493,0.06481349468231201,0.3626103699207306,0.43699440360069275,0.2768251597881317,0
0.03914586454629898,0.25818607211112976,0.07811231166124344,0.14268529415130615,0.4370522201061249,0.21565566956996918,0.05228240787982941,0.055845003575086594,0.2304399311542511,0.07135900855064392,1.720450520515442,0.03296676650643349,0.036427091807127,1
0.07161080837249756,0.27011963725090027,0.05135391652584076,0.009125210344791412,0.6782200336456299,0.181985542178154,0.06974107772111893,0.11747057735919952,0.10084332525730133,0.11170388758182526,1.2067432403564453,0.18987952172756195,0.07029450684785843,1
0.14641115069389343,0.39912769198417664,0.37453046441078186,0.019395694136619568,0.5802962183952332,0.03548934683203697,0.31864163279533386,0.0024522184394299984,0.01755758933722973,0.14018404483795166,0.8516238927841187,0.7013300061225891,0.255319744348526,0
0.2744068503379822,0.4060249626636505,0.2469758540391922,0.09245440363883972,0.5837910771369934,0.04007219150662422,0.2842613756656647,0.058703843504190445,0.18466685712337494,0.05062735825777054,0.8805050849914551,0.22274912893772125,0.3191945254802704,1
0.2175453007221222,0.26775431632995605,0.22950290143489838,0.03693057596683502,0.5180344581604004,0.26892468333244324,0.10957907885313034,0.08820480108261108,0.1241728886961937,0.023328423500061035,0.9556368589401245,0.34821709990501404,0.4349074959754944,1
0.11930344253778458,0.069428950548172,0.1947634369134903,0.11142391711473465,0.33180293440818787,0.2871268391609192,0.046677958220243454,0.013960949145257473,0.1045822873711586,0.05590106546878815,0.5108972191810608,0.11062368750572205,0.022528378292918205,0
0.17261740565299988,0.3193992078304291,0.15351325273513794,0.0014737218152731657,0.5064772367477417,0.3550351858139038,0.5694166421890259,0.0014484267449006438,0.12477297335863113,0.121571846306324,0.3537254333496094,0.5591094493865967,0.05124277248978615,0
0.07849739491939545,0.19030635058879852,0.12700510025024414,0.02067611739039421,0.5430554747581482,0.3977892994880676,0.2696526050567627,0.08165141940116882,0.009685368277132511,0.011233394034206867,0.8575922250747681,0.48223045468330383,0.10146966576576233,1
0.06363710016012192,0.40494728088378906,0.27889284491539,0.2247978150844574,0.24585853517055511,0.2482571303844452,0.1222258135676384,0.007761870510876179,0.0926712229847908,0.27725574374198914,1.9050019979476929,0.24028043448925018,0.039847806096076965,1
0.060896191745996475,0.23020640015602112,0.15538166463375092,0.07113001495599747,0.4316362142562866,0.12106018513441086,0.20086590945720673,0.00817084964364767,0.14684879779815674,0.09054138511419296,1.5458226203918457,0.38342079520225525,0.21136930584907532,1
0.052932821214199066,0.4961831569671631,0.02765878103673458,0.04033035784959793,0.6341589689254761,0.33745265007019043,0.03298848867416382,0.02084476687014103,0.03996727615594864,0.026791151612997055,1.2566065788269043,0.17037762701511383,0.024166127666831017,1
0.10438080132007599,0.24182581901550293,0.03285763040184975,0.011295583099126816,0.46766382455825806,0.06212737783789635,0.20599700510501862,0.026932507753372192,0.2815694212913513,0.1169806569814682,0.5571041703224182,0.5327647924423218,0.14051157236099243,0
0.16197893023490906,0.10484098643064499,0.10513261705636978,0.03190173581242561,0.39960306882858276,0.3316221833229065,0.1999693214893341,0.030090894550085068,0.15424560010433197,0.10926928371191025,0.2855294644832611,0.250071257352829,0.0656123161315918,0
